-e FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
-e 2986						100349	Assessment centre > Touchscreen > Health and medical history > Medical conditions	100044	Started insulin within one year diagnosis of diabetes	Categorical single
-e 3005						100349	Assessment centre > Touchscreen > Health and medical history > Medical conditions	100044	Fracture resulting from simple fall	Categorical single
-e 3059		YES-ACE				22	Assessment centre > Physical measures > Spirometry	100020	Result ranking	Categorical single
-e 3061							Assessment centre > Physical measures > Spirometry	100020	Acceptability of each blow result	Integer
-e 3062							Assessment centre > Physical measures > Spirometry	100020	Forced vital capacity (FVC)	Continuous
-e 3063							Assessment centre > Physical measures > Spirometry	100020	Forced expiratory volume in 1-second (FEV1)	Continuous
-e 3064							Assessment centre > Physical measures > Spirometry	100020	Peak expiratory flow (PEF)	Integer
-e 3065		YES-ACE				23	Assessment centre > Physical measures > Spirometry	100020	Ordering of blows	Categorical single
-e 3077						100262	Assessment centre > Physical measures > Anthropometry > Body size measures	100010	Seating box height	Categorical single
-e 3079						7	Assessment centre > Verbal interview > Operations	100076	Pace-maker	Categorical single
-e 3081		YES-ACE				24	Assessment centre > Physical measures > Bone-densitometry of heel	100018	Foot measured for bone density	Categorical single
-e 3082						100267	Assessment centre > Physical measures > Bone-densitometry of heel	100018	Fractured heel	Categorical single
-e 3083							Assessment centre > Physical measures > Bone-densitometry of heel	100018	Heel quantitative ultrasound index (QUI), manual entry	Continuous
-e 3084							Assessment centre > Physical measures > Bone-densitometry of heel	100018	Heel bone mineral density (BMD), manual entry	Continuous
-e 3085							Assessment centre > Physical measures > Bone-densitometry of heel	100018	Heel Broadband ultrasound attenuation (BUA), manual entry	Continuous
-e 3086							Assessment centre > Physical measures > Bone-densitometry of heel	100018	Speed of sound through heel, manual entry	Continuous
-e 3088						100267	Assessment centre > Physical measures > Spirometry	100020	Contra-indications for spirometry	Categorical single
-e 3089						7	Assessment centre > Physical measures > Spirometry	100020	Caffeine drink within last hour	Categorical single
-e 3090						7	Assessment centre > Physical measures > Spirometry	100020	Used an inhaler for chest within last hour	Categorical single
-e 3137							Assessment centre > Physical measures > Spirometry	100020	Number of measurements made	Integer
-e 3140						100267	Assessment centre > Verbal interview > Medical conditions	100074	Pregnant	Categorical single
-e 3143							Assessment centre > Physical measures > Bone-densitometry of heel	100018	Ankle spacing width	Continuous
-e 3144							Assessment centre > Physical measures > Bone-densitometry of heel	100018	Heel Broadband ultrasound attenuation, direct entry	Continuous
-e 3146							Assessment centre > Physical measures > Bone-densitometry of heel	100018	Speed of sound through heel	Continuous
-e 3147							Assessment centre > Physical measures > Bone-densitometry of heel	100018	Heel quantitative ultrasound index (QUI), direct entry	Continuous
-e 3148							Assessment centre > Physical measures > Bone-densitometry of heel	100018	Heel bone mineral density (BMD)	Continuous
-e 3159						7	Assessment centre > Physical measures > Spirometry	100020	Smoked cigarette or pipe within last hour	Categorical single
-e 3160							Assessment centre > Physical measures > Anthropometry > Body size measures	100010	Weight, manual entry	Continuous
-e 3393						100352	Assessment centre > Touchscreen > Health and medical history > Hearing	100043	Hearing aid user	Categorical single
-e 3404						100349	Assessment centre > Touchscreen > Health and medical history > Pain	100048	Neck/shoulder pain for 3+ months	Categorical single
-e 3414						100349	Assessment centre > Touchscreen > Health and medical history > Pain	100048	Hip pain for 3+ months	Categorical single
-e 3426						100301	Assessment centre > Touchscreen > Sociodemographics > Employment	100064	Job involves night shift work	Categorical single
-e 3436						100291	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Age started smoking in current smokers	Integer
-e 3446						100351	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Type of tobacco currently smoked	Categorical single
-e 3456						100355	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Number of cigarettes currently smoked daily (current cigarette smokers)	Integer
-e 3466						100356	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Time from waking to first cigarette	Categorical single
-e 3476						100357	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Difficulty not smoking for 1 day	Categorical single
-e 3486						100358	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Ever tried to stop smoking	Categorical single
-e 3496						100359	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Wants to stop smoking	Categorical single
-e 3506						100360	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Smoking compared to 10 years previous	Categorical single
-e 3526						100291	Assessment centre > Touchscreen > Family history	100034	Mother's age at death	Integer
-e 3536						100291	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Age started hormone-replacement therapy (HRT)	Integer
-e 3546						100598	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Age last used hormone-replacement therapy (HRT)	Integer
-e 3571						100349	Assessment centre > Touchscreen > Health and medical history > Pain	100048	Back pain for 3+ months	Categorical single
-e 3581						100291	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Age at menopause (last menstrual period)	Integer
-e 3591						100599	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Ever had hysterectomy (womb removed)	Categorical single
-e 3606						100563	Assessment centre > Touchscreen > Health and medical history > Chest pain	100039	Chest pain or discomfort walking normally	Categorical single
-e 3616						100349	Assessment centre > Touchscreen > Health and medical history > Chest pain	100039	Chest pain due to walking ceases when standing still	Categorical single
-e 3627						100291	Assessment centre > Touchscreen > Health and medical history > Medical conditions	100044	Age angina diagnosed	Integer
-e 3637						100317	Assessment centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Frequency of other exercises in last 4 weeks	Categorical single
-e 3647						100318	Assessment centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Duration of other exercises	Categorical single
-e 3659						100291	Assessment centre > Touchscreen > Sociodemographics > Ethnicity	100065	Year immigrated to UK (United Kingdom)	Integer
-e 3669						100291	Assessment centre > Touchscreen > Lifestyle and environment > Sexual factors	100056	Lifetime number of same-sex sexual partners	Integer
-e 3680						100291	Assessment centre > Touchscreen > Lifestyle and environment > Diet	100052	Age when last ate meat	Integer
-e 3700						100291	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Time since last menstrual period	Integer
-e 3710						100582	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Length of menstrual cycle	Integer
-e 3720						100349	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Menstruating today	Categorical single
-e 3731						100352	Assessment centre > Touchscreen > Lifestyle and environment > Alcohol	100051	Former alcohol drinker	Categorical single
-e 3741						100349	Assessment centre > Touchscreen > Health and medical history > Pain	100048	Stomach/abdominal pain for 3+ months	Categorical single
-e 3751						100564	Assessment centre > Touchscreen > Health and medical history > Chest pain	100039	Chest pain or discomfort when walking uphill or hurrying	Categorical single
-e 3761						100291	Assessment centre > Touchscreen > Health and medical history > Medical conditions	100044	Age hay fever, rhinitis or eczema diagnosed	Integer
-e 3773						100349	Assessment centre > Touchscreen > Health and medical history > Pain	100048	Knee pain for 3+ months	Categorical single
-e 3786						100291	Assessment centre > Touchscreen > Health and medical history > Medical conditions	100044	Age asthma diagnosed	Integer
-e 3799						100349	Assessment centre > Touchscreen > Health and medical history > Pain	100048	Headaches for 3+ months	Categorical single
-e 3809						100569	Assessment centre > Touchscreen > Health and medical history > Cancer screening	100040	Time since last prostate specific antigen (PSA) test	Integer
-e 3829						100291	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Number of stillbirths	Integer
-e 3839						100291	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Number of spontaneous miscarriages	Integer
-e 3849						100291	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Number of pregnancy terminations	Integer
-e 3859						100418	Assessment centre > Touchscreen > Lifestyle and environment > Alcohol	100051	Reason former drinker stopped drinking alcohol	Categorical single
-e 3872						100586	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Age of primiparous women at birth of child	Integer
